title,aka,genres,year,votes,rating
Project X (2012),"['Project X (2012)', 'Project X - Una festa che spacca (2012)']",['Comedy'],[2012],159950,6.7
Underworld: Evolution (2006),"['Underworld 2 (2004)', 'Underworld 2: Evolution (2006)', 'Underworld: Evolution (2006)', 'Untitled Underworld Sequel (2004)']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Thriller']",[2006],159940,6.8
Transporter 2 (2005),"['Le transporteur II (2005)', 'Transporter - The Mission (2005)', 'Transporter: Extreme (2005)']","['Action', 'Crime', 'Thriller']",[2005],159797,6.3
Dark City (1998),"['Dark City (1998)', 'Dark City (1998)', 'Dark Empire (1997)', 'Dark World (1997)']","['Action', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']",[1998],159690,7.7
Happy Gilmore (1996),"[""Adam Sandler's Happy Gilmore (1996)"", 'Happy Gilmore - Ein Champ zum Verlieben (1996)', 'Un tipo imprevedibile (1996)']","['Comedy', 'Sport']",[1996],159680,7.0
The World Is Not Enough (1999),"['007 - Il mondo non basta (2000)', '007: The World Is Not Enough (1999)', 'Agente 007 - Il mondo non basta (2000)', 'Bond 19 (1998)', 'Bond 19 (1998)', 'Bond 2000 (1998)', 'Bond 2000 (1998)', 'Il mondo non basta (2000)', 'James Bond 007 - Die Welt ist nicht genug (1999)', 'James Bond 007 - Die Welt ist nicht genug (1999)', 'T.W.I.N.E. (1999)', 'Twine (1999)']","['Action', 'Adventure', 'Thriller']",[1999],159678,6.4
The Descent (2005),"['Crawlspace (2004)', 'The Dark (2004)', 'The Descent (2005)', 'The Descent - Abgrund des Grauens (2005)', 'The Descent - Discesa nelle tenebre (2005)']","['Adventure', 'Horror', 'Thriller']",[2005],159426,7.2
You Don't Mess with the Zohan (2008),"['Leg dich nicht mit Zohan an (2008)', 'Leg dich nicht mit Zohan an (2008)', 'Zohan - Tutte le donne vengono al pettine (2008)']","['Action', 'Comedy']",[2008],159114,5.5
The Hitchhiker's Guide to the Galaxy (2005),"['Guida galattica per autostoppisti (2005)', 'Per Anhalter durch die Galaxis (2005)', 'Per Anhalter durch die Galaxis (2005)']","['Adventure', 'Comedy', 'Sci-Fi']",[2005],158687,6.8
Nuovo Cinema Paradiso (1988),"['Cinema Paradiso (1988)', 'Cinema Paradiso (1989)', 'Cinema Paradiso (1989)', 'Cinema Paradiso (1989)', 'Cinema Paradiso (1989)', 'Cinema Paradiso: The New Version (1990)', 'Cinéma Paradiso (1989)', 'Le Cinema Paradis (1988)']",['Drama'],[1988],158067,8.5
Harold & Kumar Go to White Castle (2004),"['American Trip - Il primo viaggio non si scorda mai (2005)', 'American Trip - il primo viaggio non si scorda mai (2005)', 'Harold & Kumar (2005)', 'Harold & Kumar Get the Munchies (2005)', 'Harold & Kumar Get the Munchies (2005)', 'Harold & Kumar Get the Munchies (2005)', 'Harold et Kumar chassent le burger (2004)', 'Harold und Kumar (2004)']","['Adventure', 'Comedy']",[2004],157686,7.1
Grindhouse (2007),"['Grind House (2007)', 'Grindhouse: Double Feature (2007)']","['Action', 'Horror', 'Thriller']",[2007],157648,7.6
Swordfish (2001),"['Codice: Swordfish (2001)', 'Passwort: Swordfish (2001)', 'Passwort: Swordfish (2001)', 'Swordfish_ (2001)']","['Action', 'Crime', 'Thriller']",[2001],157512,6.5
Ghost (1990),"['Ghost - Fantasma (1990)', 'Ghost - Nachricht von Sam (1990)', 'Ghost - Nachricht von Sam (1990)']","['Drama', 'Fantasy', 'Romance', 'Thriller']",[1990],157429,7.0
10 Cloverfield Lane (2016),"['Ten Cloverfield Lane (2016)', 'The Cellar (2016)', 'Valencia (2014)']","['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",[2016],157399,7.3
Southpaw (2015),"[""Southpaw - L'ultima sfida (2015)""]","['Drama', 'Sport']",[2015],157347,7.4
Focus (2015/II),"['Focus - Niente è come sembra (2015)', 'Focus: Maestros de la estafa (2015)']","['Comedy', 'Crime', 'Drama', 'Romance']",[2015],157318,6.6
Jodaeiye Nader az Simin (2011),"['A Separation (2011)', 'Nader and Simin, a Separation (2011)', 'Nader and Simin, a Separation (2011)', 'Nader und Simin - eine Trennung (2011)', 'Una separazione (2011)']","['Drama', 'Mystery']",[2011],157224,8.4
Sleepers (1996),"['Sleepers (1996)', 'Sleepers (1996)']","['Crime', 'Drama', 'Thriller']",[1996],157113,7.6
Mr. Nobody (2009),"['Ein Mann, drei Leben - Mr. Nobody (2011)', 'Mr. Nobody (2009)']","['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",[2009],157020,7.9
Cloudy with a Chance of Meatballs (2009),"['Cloudy with a Chance of Meatballs: An IMAX 3D Experience (2009)', 'Piovono polpette (2009)', 'Wolkig mit Aussicht auf Fleischbällchen (2010)', 'Wolkig mit Aussicht auf Fleischbällchen (2010)']","['Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",[2009],156943,7.0
Big (1988),[],"['Comedy', 'Drama', 'Family', 'Fantasy', 'Romance']",[1988],156906,7.3
Battle Los Angeles (2011),"['Battle: Los Angeles (2011)', 'World Invasion (2011)', 'World Invasion: Battle LA (2011)', 'World Invasion: Battle LA (2011)', 'World Invasion: Battle Los Angeles (2011)', 'World Invasion: Battle Los Angeles (2011)']","['Action', 'Sci-Fi']",[2011],156707,5.8
Revolutionary Road (2008),['Zeiten des Aufruhrs (2009)'],"['Drama', 'Romance']",[2008],155640,7.3
Wrath of the Titans (2012),"['Clash of the Titans 2 (2012)', 'Ira de Titanes 3D (2012)', 'Ira de titanes (2012)', 'La furia dei titani (2012)', 'Zorn der Titanen (2012)']","['Action', 'Adventure', 'Fantasy']",[2012],155468,5.8
You've Got Mail (1998),"[""C'è post@ per te (1998)"", 'You Have Mail (1997)', ""You've Got M@il (1998)"", ""You've Got Mail (1998)"", 'e-m@il für Dich (1999)', 'e-m@il für Dich (1999)']","['Comedy', 'Drama', 'Romance']",[1998],155401,6.5
Brazil (1985),"['1984 and 1/2 (1984)', '1984½ (1984)', 'Brazil (1985)', 'Brazil (1985)']","['Drama', 'Sci-Fi']",[1985],155212,8.0
Blue Jasmine (2013),[],['Drama'],[2013],154646,7.3
Resident Evil: Apocalypse (2004),"['Resident Evil 2 (2002)', 'Resident Evil 2: Apocalypse (2004)', 'Resident Evil: Apocalypse (2004)', 'Resident Evil: Apocalypse (2004)', 'Resident Evil: Apocalypse (2004)', 'Resident Evil: Nemesis (2003)', ""Resident evil - L'apocalypse (2004)""]","['Action', 'Horror', 'Sci-Fi', 'Thriller']",[2004],154617,6.2
The Croods (2013),"['Crood Awakening (2008)', 'Die Croods (2013)', 'I Croods (2013)']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[2013],154536,7.3
A Nightmare on Elm Street (1984),"['Nightmare - Dal profondo della notte (1984)', 'Nightmare - Mörderische Träume (1985)', 'Nightmare - Mörderische Träume (1991)']",['Horror'],[1984],154462,7.5
The Bank Job (2008),"['Baker Street (2007)', 'Bank Job (2008)', 'D-Notice (2007)', 'La rapina perfetta (2008)']","['Crime', 'Drama', 'Romance', 'Thriller']",[2008],154361,7.3
Godzilla (1998/I),"['Godzilla (1998)', 'Godzilla (1998)', 'Gojira (1998)']","['Action', 'Sci-Fi', 'Thriller']",[1998],154203,5.3
The Chronicles of Narnia: Prince Caspian (2008),"['Die Chroniken von Narnia - Prinz Kaspian von Narnia (2008)', 'Le cronache di Narnia - Il principe Caspian (2008)', 'Letopisy Narnie: Princ Kaspian (2008)', 'Opowiesci z Narnii: Ksiaze Kaspian (2008)', 'Prince Caspian (2008)', 'Toastie (2007)', 'Zgodbe iz Narnije: Princ Kaspijan (2008)']","['Action', 'Adventure', 'Family', 'Fantasy']",[2008],153985,6.6
San Andreas (2015),"['San Andreas (2015)', 'San Andreas (2015)']","['Action', 'Adventure', 'Drama', 'Thriller']",[2015],153880,6.1
Doctor Strange (2016),"['Doctor Strange (2016)', 'Dr Strange (2016)', 'Dr. Strange (2016)', 'Dr. Strange (2016)']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",[2016],153737,7.9
The Taking of Pelham 1 2 3 (2009),"['Die Entführung der U-Bahn Pelham 1 2 3 (2009)', 'Die Entführung der U-Bahn Pelham 1 2 3 (2009)', 'Pelham 1 2 3 - Ostaggi in metropolitana (2009)', 'The Taking of Pelham 123 (2009)', 'The Taking of Pelham 123 (2009)']","['Action', 'Crime', 'Thriller']",[2009],153218,6.4
Unstoppable (2010),"['8888 (2005)', 'Runaway Train (2004)', 'Unstoppable - Fuori controllo (2010)', 'Unstoppable: Außer Kontrolle (2010)']","['Action', 'Thriller']",[2010],153136,6.8
Surrogates (2009),"['Il mondo dei replicanti (2010)', 'Surrogates - Mein zweites Ich (2010)', 'Vicarious (2009)']","['Action', 'Sci-Fi', 'Thriller']",[2009],153134,6.3
Eagle Eye (2008),"['Eagle Eye - Außer Kontrolle (2008)', 'Eagle Eye: The IMAX Experience (2008)']","['Action', 'Mystery', 'Thriller']",[2008],153117,6.6
Chocolat (2000),['Chocolat... ein kleiner Biss genügt (2001)'],"['Drama', 'Romance']",[2000],153000,7.3
When Harry Met Sally... (1989),"['Harry ti presento Sally (1989)', 'Harry und Sally (1989)', 'Harry, This Is Sally (1989)', 'Harry, ti presento Sally... (1989)', 'When Harry Met Sally (1989)']","['Comedy', 'Drama', 'Romance']",[1989],152771,7.6
Sideways (2004),"['Kerülõutak (2005)', 'Sideways - In viaggio con Jack (2005)']","['Comedy', 'Drama', 'Romance']",[2004],152497,7.5
Resident Evil: Extinction (2007),"['Resident Evil 3 (2006)', 'Resident Evil 3: Extinction (2007)', 'Resident Evil: Afterlife (2006)', 'Resident Evil: Extinction (2007)', 'Resident Evil: Extinction (2007)', 'Resident Evil: Extinction (2007)', 'Resident Evil: Extinction (2007)']","['Action', 'Horror', 'Sci-Fi', 'Thriller']",[2007],152457,6.3
Tinker Tailor Soldier Spy (2011),"['Dame König As Spion (2012)', 'Dame, König, As, Spion (2011)', 'La talpa (2011)', 'La taupe (2011)']","['Drama', 'Mystery', 'Thriller']",[2011],152422,7.1
Zack and Miri Make a Porno (2008),"['Untitled Kevin Smith Minnesota Project (2007)', 'Zack & Miri - Amore a... primo sesso (2008)', 'Zack and Miri (2008)', 'Zack and Miri (2009)']","['Comedy', 'Romance']",[2008],152253,6.6
Serbuan maut (2011),"['Le commando (2013)', 'Serbuan Maut (2011)', 'The Deadly Raid (2011)', 'The Raid (2011)', 'The Raid (2012)', 'The Raid (2012)', 'The Raid (2012)', 'The Raid - Redenzione (2011)', 'The Raid: Redemption (2012)']","['Action', 'Crime', 'Thriller']",[2011],152078,7.6
Tomorrow Never Dies (1997),"['007 - Il domani non muore mai (1997)', '007: Tomorrow Never Dies (1997)', 'Agente 007 - Il domani non muore mai (1997)', 'Aquator (1997)', 'Avatar (1997)', 'Bond 18 (1996)', 'Bond XVIII (1997)', 'Il domani non muore mai (1997)', 'James Bond 007 - Der Morgen stirbt nie (1997)', 'Shamelady (1997)', 'Shatterhand (1997)', 'TND (1997)', 'Tomorrow Never Lies (1997)', 'Zero Windchill (1997)']","['Action', 'Adventure', 'Thriller']",[1997],151918,6.5
Elf (2003),"['Buddy - Der Weihnachtself (2003)', 'Elf - Un elfo di nome Buddy (2003)']","['Comedy', 'Family', 'Fantasy', 'Romance']",[2003],151916,6.9
25th Hour (2002),"['25 Stunden (2003)', '25 Stunden (2003)', 'La 25ª ora (2003)', 'The 25th Hour (2002)']",['Drama'],[2002],151907,7.7
The Golden Compass (2007),"['Der goldene Kompass (2007)', ""La bussola d'oro (2007)""]","['Adventure', 'Family', 'Fantasy']",[2007],151741,6.1
K-PAX (2001),"['K-PAX - Alles ist möglich (2002)', 'K-PAX - Alles ist möglich (2002)', 'K-PAX - Da un altro mondo (2001)']","['Drama', 'Mystery', 'Sci-Fi']",[2001],151732,7.4
Ying xiong (2002),"['Hero (2002)', 'Hero (2002)', 'Hero (2002)', 'Hero (2002)', ""Jet Li's Hero (2003)"", 'Quentin Tarantino Presents Hero (2004)', 'Ying hung (2002)', 'Ying hung (2002)']","['Action', 'Adventure', 'History']",[2002],151662,7.9
Cruel Intentions (1999),"['Cruel Intentions - Prima regola non innamorarsi (1999)', 'Cruel Inventions (1997)', 'Eiskalte Engel (1999)', 'Eiskalte Engel (1999)']","['Drama', 'Romance']",[1999],151661,6.9
Knight and Day (2010),"['All New Enemies (2004)', 'Innocenti bugie (2010)', 'Knight and Day (2010)', 'Knight and Day (2010)', 'Trouble Man (2009)', 'Untitled James Mangold Project (2009)', 'Wichita (2009)']","['Action', 'Comedy', 'Romance']",[2010],151383,6.3
Stargate (1994),"['Stargate (1994)', 'Stargate (1994)', 'Stargate - La porte des étoiles (1995)']","['Action', 'Adventure', 'Sci-Fi']",[1994],151318,7.1
Side Effects (2013/I),"['Effetti collaterali (2013)', 'Side Effects (2013)', 'Side Effects - Tödliche Nebenwirkungen (2013)', 'The Bitter Pill (2013)']","['Crime', 'Drama', 'Thriller']",[2013],151112,7.1
Cinderella Man (2005),"['Cinderella Man - Una ragione per lottare (2005)', 'Das Comeback (2005)']","['Biography', 'Drama', 'Sport']",[2005],150999,8.0
This Means War (2012),"['Das gibt Ärger (2012)', 'Una spia non basta (2012)']","['Action', 'Comedy', 'Romance']",[2012],150531,6.3
Madagascar: Escape 2 Africa (2008),"['Madagascar 2 (2007)', 'Madagascar 2 (2008)', ""Madagascar 2 - Via dall'isola (2008)"", 'Madagascar 2: Escape to Africa (2008)', 'Madagascar: Escape 2 Africa - The IMAX Experience (2008)', 'Madagascar: The Crate Escape (2007)']","['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",[2008],150479,6.7
Secret Window (2004),"['Das geheime Fenster (2004)', 'Das geheime Fenster (2004)', 'Secret Window (2004)', 'Secret Window, Secret Garden (2003)']","['Mystery', 'Thriller']",[2004],150444,6.6
The Vow (2012),"['Für immer Liebe (2012)', 'Für immer Liebe (2012)', 'Je te promets (2012)', 'La memoria del cuore (2012)']","['Drama', 'Romance']",[2012],150414,6.8
Minions (2015),"['Minions (2015)', 'Suoiuiw (2015)', 'Suoiuiw (2015)']","['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",[2015],150372,6.4
Bolt (2008),"['American Dog (2006)', 'Bolt - Un eroe a quattro zampe (2008)', 'Bolt: Ein Hund für alle Fälle (2009)', 'Untitled Disney Animation Project (2008)']","['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",[2008],150165,6.9
Coraline (2009),"['Coraline & the Secret Door (2009)', 'Coraline (2009)', 'Coraline e la porta magica (2009)']","['Animation', 'Family', 'Fantasy']",[2009],149906,7.7
Shame (2011),[],['Drama'],[2011],149628,7.3
17 Again (2009),"['17 Again - Back to High School (2009)', '17 again - Ritorno al liceo (2009)', 'Seventeen (2007)', 'Seventeen Again (2009)', 'Untitled Zac Efron Project (2007)']","['Comedy', 'Drama', 'Family', 'Fantasy']",[2009],149516,6.4
Ice Age: Continental Drift (2012),"['Ice Age 4 (2010)', 'Ice Age 4 (2012)', 'Ice Age 4 - Voll verschoben (2012)', 'Ice Age 4: Continental Drift (2010)', 'Ice Age 4: Continental Drift (2012)', 'Ice Age: Th4w (2010)', ""L'era glaciale 4 - Continenti alla deriva (2012)""]","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",[2012],149430,6.6
Get Him to the Greek (2010),"['Get Me to the Gig (2009)', 'In viaggio con una rock star (2011)', 'Männertrip (2010)']","['Comedy', 'Music']",[2010],149377,6.4
The Next Three Days (2010),"['72 Stunden - The Next Three Days (2011)', 'Les trois prochains jours (2010)']","['Crime', 'Drama', 'Romance', 'Thriller']",[2010],149288,7.4
Air Force One (1997),"['AFO (1997)', 'Air Force One (1997)', 'Air Force One (1997)', 'Air Force One (1997)', 'Air Force One (1997)']","['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",[1997],149160,6.4
G.I. Joe: Retaliation (2013),"['G.I. Joe - Die Abrechnung (2012)', 'G.I. Joe - La vendetta (2013)', 'G.I. Joe 2 (2012)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[2013],148986,5.8
Lo imposible (2012),"['Lo imposible (2012)', 'The Impossible (2012)', 'The Impossible (2012)', 'The Impossible (2012)', 'The Impossible - Nichts ist stärker als der Wille, zu überleben (2013)']","['Drama', 'Thriller']",[2012],148948,7.6
Tarzan (1999),"['Tarzan (1999)', 'Tarzan: Lord of the Apes (1999)', 'Tarzan: Special Edition (1999)']","['Adventure', 'Animation', 'Family', 'Music', 'Romance']",[1999],148842,7.2
Maze Runner: The Scorch Trials (2015),"['Maze Runner - Die Auserwählten in der Brandwüste (2015)', 'Maze Runner - La fuga (2015)', 'Maze Runner 2 (2015)', 'Maze Runner 2: The Scorch Trials (2015)', 'Maze Runner II (2015)', 'Maze Runner II: The Scorch Trials (2015)', 'Maze Runner: The Scorch Trials (2015)', 'Maze Runner: The Scorch Trials (2015)']","['Action', 'Sci-Fi', 'Thriller']",[2015],148776,6.4
Mamma Mia! (2008),"['Mamma Mia! (2008)', 'Mamma Mia! The Movie (2008)', 'Mamma Mia! The Movie (2008)']","['Comedy', 'Family', 'Musical', 'Romance']",[2008],148507,6.3
The Last King of Scotland (2006),"['Der letzte König von Schottland (2006)', 'Der letzte König von Schottland - In den Fängen der Macht (2006)', ""L'ultimo re di Scozia (2007)""]","['Biography', 'Drama', 'History', 'Thriller']",[2006],148331,7.7
The Purge (2013/I),"['American Nightmare (2013)', 'La notte del giudizio (2013)', 'The Purge - Die Säuberung (2013)', 'Vigilandia (2013)']","['Horror', 'Sci-Fi', 'Thriller']",[2013],148294,5.7
Robin Hood: Prince of Thieves (1991),"['Robin Hood - König der Diebe (1991)', 'Robin Hood - König der Diebe (1991)', 'Robin Hood - Principe dei ladri (1991)']","['Action', 'Adventure', 'Drama', 'Romance']",[1991],147875,6.9
Dracula (1992),"[""Bram Stoker's Dracula (1992)"", ""Bram Stoker's Dracula (1992)"", 'Bram Stokers Dracula (1993)', 'D (1992)', 'Dracula (1992)', 'Dracula di Bram Stoker (1992)']","['Fantasy', 'Horror']",[1992],147618,7.5
Hercules (1997),[],"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",[1997],147552,7.2
Ronin (1998),"['Ronin (1998)', 'Ronin (1998)', 'Ronin (1998)', 'Ronin (1998)']","['Action', 'Adventure', 'Crime', 'Thriller']",[1998],147551,7.3
Charlie's Angels (2000),"['3 Engel für Charlie (2000)', ""Charlie's Angels: The Movie (1999)""]","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",[2000],147437,5.5
Gremlins (1984),['Gremlins - Kleine Monster (1984)'],"['Comedy', 'Fantasy', 'Horror']",[1984],147231,7.2
Waterworld (1995),"['Waterworld (1995)', 'Waterworld (1995)', 'Waterworld (1995)', 'Waterworld (1995)']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",[1995],147224,6.1
Orphan (2009),"[""L'orpheline (2009)"", 'Orphan - Das Waisenkind (2009)', 'Orphan - Das Waisenkind (2009)', 'The Orphan (2008)']","['Horror', 'Mystery', 'Thriller']",[2009],147101,7.0
Love & Other Drugs (2010),"['Amore & altri rimedi (2011)', 'Hard Sell (2006)', 'Love & Other Drugs (2011)', 'Love and other Drugs - Nebenwirkung inklusive (2011)']","['Comedy', 'Drama', 'Romance']",[2010],146757,6.7
AVP: Alien vs. Predator (2004),"['AVP (2004)', 'AVP: Alien vs. Prédateur (2004)', 'Alien vs. Predator (2004)', 'Alien vs. Predator (2004)', 'Alien vs. Predator (2004)']","['Action', 'Horror', 'Sci-Fi', 'Thriller']",[2004],146494,5.6
The Intern (2015/I),"['Lo stagista inaspettato (2015)', 'Man lernt nie aus (2015)']","['Comedy', 'Drama']",[2015],146455,7.1
The Hunt for Red October (1990),"['Caccia a Ottobre Rosso (1990)', ""Jagd auf 'Roter Oktober' (1990)"", ""Jagd auf 'Roter Oktober' (1990)"", ""Jagd auf 'Roter Oktober' (1991)""]","['Action', 'Adventure', 'Thriller']",[1990],146307,7.6
Adaptation. (2002),"['Adaptation (2002)', 'Adaptation (2002)', 'Adaption - Der Orchideendieb (2003)', 'Adaption. (2003)', 'Adaption: Der Orchideen-Dieb (2003)', 'Il ladro di orchidee (2003)', 'Il ladro di orchidee - Adaptation. (2003)', 'The Orchid Thief (2002)']","['Comedy', 'Drama']",[2002],146138,7.7
About a Boy (2002),"['About a Boy - Un ragazzo (2002)', 'About a Boy oder: Der Tag der toten Ente (2002)', 'About a Boy oder: Der Tag der toten Ente (2002)', 'Pour un garçon (2002)']","['Comedy', 'Drama', 'Romance']",[2002],146129,7.1
Jarhead (2005),['Jarhead - Willkommen im Dreck (2006)'],"['Action', 'Drama', 'War']",[2005],146093,7.1
The Evil Dead (1981),"['Book of the Dead (1981)', 'Evil Dead (1981)', 'Into the Woods (1979)', 'La casa (1984)', ""Sam Raimi's The Evil Dead (1981)"", 'Tanz der Teufel (1984)', 'Tanz der Teufel (1984)', 'Tanz der Teufel (1991)', 'The Evil Dead (1981)', 'The Evil Dead (1981)', 'The Evil Dead, the Ultimate Experience in Grueling Horror (1981)']","['Horror', 'Thriller']",[1981],146062,7.6
Twister (1996),"['Catch the Wind (1995)', 'Twister (1996)', 'Wind Devils (1995)']","['Action', 'Adventure', 'Drama', 'Thriller']",[1996],145988,6.3
How the Grinch Stole Christmas (2000),"['Der Grinch (2000)', ""Dr. Seuss' How the Grinch Stole Christmas (2000)"", 'Il Grinch (2000)', 'The Grinch (2000)', 'The Grinch (2000)', 'The Grinch (2000)']","['Comedy', 'Family', 'Fantasy']",[2000],145754,6.0
Enchanted (2007),"[""Come d'incanto (2007)"", 'Verwünscht (2007)']","['Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",[2007],145694,7.1
High Fidelity (2000),"['Alta fedeltà (2000)', 'High Fidelity (2000)']","['Comedy', 'Drama', 'Music', 'Romance']",[2000],145622,7.5
Chef (2014),"['Chef - La ricetta perfetta (2014)', 'Kiss the Cook: So schmeckt das Leben (2015)']","['Comedy', 'Drama']",[2014],145323,7.3
Blue Valentine (2010),"['Blue Valentine (2010)', 'Blue Valentine (2010)', 'Blue Valentine (2010)', 'Blue Valentine (2010)']","['Drama', 'Romance']",[2010],145286,7.4
Dirty Dancing (1987),"['Dirty Dancing (1987)', 'Dirty Dancing - Balli proibiti (1987)']","['Drama', 'Music', 'Romance']",[1987],145272,6.9
Saw III (2006),"['Jigsaw Puzzle 3: 3 Death (2005)', 'Saw 3 (2007)', 'Saw III (2007)', 'Saw III - Hast du das Leben verdient? (2007)', ""Saw III - L'enigma senza fine (2007)""]",['Horror'],[2006],145270,6.2
The English Patient (1996),"['Der englische Patient (1997)', 'Der englische Patient (1997)', 'Il paziente inglese (1997)']","['Drama', 'Romance', 'War']",[1996],145261,7.4
Hotaru no haka (1988),"['Die letzten Glühwürmchen (2002)', 'Die letzten Glühwürmchen (2002)', 'Die letzten Glühwürmchen (2002)', 'Die letzten Leuchtkäfer (1988)', 'Grave of the Fireflies (1988)', 'Grave of the Fireflies (1994)', 'Grave of the Fireflies (1994)', 'Grave of the Fireflies (1994)', 'Grave of the Fireflys (1988)', 'La tomba delle lucciole (2015)', 'Tomb of the Fireflies (1988)', 'Tombstone of the Fireflies (1988)', 'Una tomba per le lucciole (1988)']","['Animation', 'Drama', 'War']",[1988],144976,8.5
Pi (1998),"['3.14159265358 (1998)', 'Pi (1998)', 'Pi - System im Chaos (1999)', 'Pi greco - Il teorema del delirio (1999)', 'ð (1998)']","['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",[1998],144929,7.5
xXx (2002),"['Triple X (2002)', 'xXx - Triple X (2002)']","['Action', 'Adventure', 'Thriller']",[2002],144928,5.8
Everest (2015),[],"['Adventure', 'Biography', 'Drama', 'History', 'Sport', 'Thriller']",[2015],144787,7.1
Ed Wood (1994),"['Ed Wood (1994)', 'Ed Wood (1994)']","['Biography', 'Comedy', 'Drama']",[1994],144580,7.9
Percy Jackson & the Olympians: The Lightning Thief (2010),"['Percy Jackson & the Lightning Thief (2010)', 'Percy Jackson & the Olympians: The Lightning Thief (2010)', 'Percy Jackson and the Lightning Thief (2009)', 'Percy Jackson and the Lightning Thief (2010)', ""Percy Jackson e gli dei dell'Olimpo - Il ladro di fulmini (2010)"", 'Percy Jackson: Diebe im Olymp (2010)', 'Percy Jackson: Le voleur de foudre (2010)']","['Adventure', 'Family', 'Fantasy']",[2010],144479,5.9
Who Framed Roger Rabbit (1988),"['Chi ha incastrato Roger Rabbit (1988)', ""Dead Toons Don't Pay Bills (1988)"", 'Eddie Goes to Toon (1988)', 'Falsches Spiel mit Roger Rabbit (1988)', 'Falsches Spiel mit Roger Rabbit (1991)', 'Murder in Toontown (1988)', 'The Toontown Trial (1988)', 'Toons (1988)', 'Trouble in Toontown (1988)', 'Who Censored Roger Rabbit? (1988)', 'Who Shot Roger Rabbit? (1987)']","['Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery']",[1988],144475,7.7
Ghostbusters II (1989),"['Ghostbusters 2 (1989)', 'Ghostbusters II (1989)', 'Ghostbusters II (Acchiappafantasmi II) (1989)', 'Ghostbusters II: River of Slime (1989)', 'The Last of the Ghostbusters (1989)']","['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",[1989],144447,6.5
Jupiter Ascending (2015),"[""Jupiter - Il destino dell'universo (2014)""]","['Action', 'Adventure', 'Sci-Fi']",[2015],144303,5.4
Beowulf (2007),"['Beowulf (2007)', 'Beowulf: An IMAX 3D Experience (2007)', 'Beowulf: The IMAX Experience (2007)', 'Die Legende von Beowulf (2007)', 'La leggenda di Beowulf (2007)']","['Action', 'Adventure', 'Animation', 'Fantasy']",[2007],144276,6.2
The League of Extraordinary Gentlemen (2003),"['Die Liga der außergewöhnlichen Gentlemen (2003)', 'Die Liga der außergewöhnlichen Gentlemen (2003)', 'LXG (2003)', 'LXG: The League of Extraordinary Gentlemen (2003)', 'La leggenda degli uomini straordinari (2003)', 'Liga výjimecných (2003)', 'The League (2003)']","['Action', 'Adventure', 'Fantasy']",[2003],143684,5.8
Fantastic Mr. Fox (2009),['Der fantastische Mr. Fox (2010)'],"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family']",[2009],143458,7.8
Chicken Run (2000),"['C:R-1 (2000)', 'Chicken Run (2000)', 'Chicken Run - Hennen rennen (2000)', 'Galline in fuga (2000)', 'Hennen rennen (2000)']","['Adventure', 'Animation', 'Comedy', 'Drama', 'Family']",[2000],143370,7.0
Dracula Untold (2014),"['Dracula Year Zero (2014)', 'Dracula Zero (2014)']","['Action', 'Drama', 'Fantasy', 'Horror', 'War']",[2014],143182,6.3
What Happens in Vegas (2008),"['Love Vegas (2008)', 'Notte brava a Las Vegas (2008)']","['Comedy', 'Romance']",[2008],143175,6.1
Fracture (2007),"['Das perfekte Verbrechen (2007)', 'Il caso Thomas Crawford (2007)']","['Crime', 'Drama', 'Mystery', 'Thriller']",[2007],143063,7.2
The Life Aquatic with Steve Zissou (2004),"['Acquatici lunatici (2005)', 'Acquatici lunatici (2005)', 'Die Tiefseetaucher (2005)', 'Die Tiefseetaucher (2005)', 'Le avventure acquatiche di Steve Zissou (2005)', 'The Life Aquatic (2004)', 'Untitled Wes Anderson Project (2003)']","['Adventure', 'Comedy', 'Drama']",[2004],142914,7.3
Hitman (2007/I),"['Hitman - Jeder stirbt alleine (2007)', ""Hitman - L'assassino (2007)""]","['Action', 'Crime', 'Drama', 'Thriller']",[2007],142719,6.3
